StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q14_6_TEXT,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q29,Q30,Q31,Q32,Q32_10_TEXT,Q33,Q33_6_TEXT,Q34,Q35,Q35_16_TEXT,Q36,Q36_16_TEXT,Q37,Q37_16_TEXT,Q38,Q39,Q40,Q41,Q42,Q42_8_TEXT,Q43,Q44,Q45_1,Q46_1,Q47,Q48,Q48_16_TEXT,Q49_1_x,Q49_1_y,Q49_2_x,Q49_2_y,Q49_3_x,Q49_3_y,Q49_4_x,Q49_4_y,Q49_5_x,Q49_5_y,Q49_6_x,Q49_6_y,Q49_7_x,Q49_7_y,Q49_8_x,Q49_8_y,Q49_9_x,Q49_9_y,Q49_10_x,Q49_10_y,Q49,Q50,Q51,Q52,Q53,Q53_4_TEXT,Q54,Q55,Q55_6_TEXT,Q56,Q56_4_TEXT,Q57,Q57_6_TEXT
2025-05-10 09:06:28,2025-05-10 09:17:16,IP Address,104.28.40.85,100,647,True,2025-05-10 09:17:17,R_85BGuO5qFCvMQpQ,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",18,Undergraduate,Computing,First,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Wine,Spirits",Yes,No,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",,Yes,Hospitalised,15+,Yes,"Cigarettes,Vapes,Snus/ Nicotine pouches","Pre–rolled, regular size (Straights)",Marlboro,3-5,Yes,Reusable with e-Liquid,VAPORESSO REFILLABLE XROS 4 MINI,MANGO,A day,Two-three daily,10-15mg,3 dot,Zyn,,,,Yes,AnswerDisplayOrder,,,,,,,Weekly,No,Yes,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery,Self–medication,Exam/ academic performance",,"Took a tab of acid for the first time and proceeded to viscerally shit myself because I had food poisioning, lost my phone wallet keys, some kind stranger gave me a lift to my gfs house but she wasnt in so i curled up in the foetal position on her doorstep until she got back 
","I've had drunk sex,I've had chem sex",14,14,Nicotine,,,,,,,,,,,,,,,,,,,,,,,,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Blunt (pure marijuana, cigar or tobacco leaf wrapping),Bong,THC vape (Cart, Penjamins, etc)",Yes,Yes,"Brownies/ baked goods,Gummies,Laced into food",,Yes,"Prescription,Dealer,Bumming off a friend",,"Walking distance,Can arrange quick delivery",,Phone Call,
2025-05-10 10:31:20,2025-05-10 10:34:05,IP Address,82.132.212.75,100,164,True,2025-05-10 10:34:05,R_2k7e7nerGR0W2sS,,,,,51.5415,-0.1445,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Undergraduate,Mechanical Engineering,Fourth,Female,Cisgender,Bisexual,Yes,Weekly,"Wine,Spirits",No,I don't know/ unsure,"To get drunk,Because my friends do",,Yes,Vomitted,4-6,No,,,,,,,,,,,,,,,,,No,AnswerDisplayOrder,,,,,,,On Special Occasions,No,No,To enjoy yourself,,,I've had drunk sex,15,17,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bumming off a friend,,OTHER,,OTHER,
2025-05-10 10:45:55,2025-05-10 10:50:55,IP Address,104.28.86.111,100,300,True,2025-05-10 10:50:55,R_86c2LzpIr8MqNwt,,,,,51.4743,-0.0928,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",23,Undergraduate,Mechanical Engineering,Fifth,Female,Cisgender,Bisexual,Yes,2-3 times a week,"Beer,Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",,Yes,Blacked out,4-6,Yes,Cigarettes,"Pre–rolled, thin (Vogues)",OTHER,6-8,Yes,,,,,,,,,,,,Yes,AnswerDisplayOrder,,,,,,,On Special Occasions,No,No,"To relax/ unwind,To experience something different,Exam/ academic performance",,,"I've had drunk sex,I've had chem sex",16,16,Nicotine,,,,,,,,,,,,,,,,,,,,,,,,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Blunt (pure marijuana, cigar or tobacco leaf wrapping),Bong,Convection vape",Yes,Yes,"Brownies/ baked goods,Gummies,Laced into food",,No,"Dealer,Friends dealer,Bumming off a friend",,Need to organise in advance,,Text,
2025-05-10 13:54:20,2025-05-10 14:00:59,IP Address,146.179.86.173,100,399,True,2025-05-10 14:01:00,R_8TZQyjhQBQvu9AQ,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Undergraduate,Bioengineering,Second,Female,SKIP,Heterosexual,Yes,Monthly,Beer,Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",,No,Hungover,1-3,No,,,,,,,,,,,,,,,,,No,AnswerDisplayOrder,,,,,,,,,,,,,,19,,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walking distance,,They're local,
2025-05-11 06:15:42,2025-05-11 06:18:19,IP Address,146.179.86.180,100,157,True,2025-05-11 06:18:19,R_8qOet2EcmzbdJip,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",23,Undergraduate,Mathematics,Third,Male,Cisgender,Gay,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,AnswerDisplayOrder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Need to organise in advance,,OTHER,I don't
2025-05-11 06:29:23,2025-05-11 06:33:39,IP Address,146.179.86.170,100,255,True,2025-05-11 06:33:39,R_8rK1eqGwcgyGO89,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Undergraduate,Mechanical Engineering,Third,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",,Yes,Vomitted,4-6,No,,,,,,,,,,,,,,,,,I have successfully quit,AnswerDisplayOrder,,,,,,,On Special Occasions,No,No,"To relax/ unwind,To feel good,To experience something different",,,I have not had sex on drugs,18,15,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper)",No,No,,,No,Bumming off a friend,,OTHER,n/a,OTHER,n/a
2025-05-12 06:10:56,2025-05-12 06:16:25,IP Address,146.179.86.187,100,329,True,2025-05-12 06:16:26,R_2W4bGbNNJd0udG1,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",25+,Postgraduate - Taught,Design Engineering,Second,Male,Cisgender,Heterosexual,Yes,Fortnightly,"Spirits,Cider",Yes,Yes,"Because my friends do,It's fun",,Yes,Vomitted,1-3,No,,,,,,,,,,,,,,,,,No,AnswerDisplayOrder,,,,,,,,,,,,,,22,,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,"Bro what, I don't have one ",Carrier Pigeon,
2025-05-12 06:13:32,2025-05-12 06:18:01,IP Address,148.252.147.220,100,268,True,2025-05-12 06:18:01,R_8veTQXsyLNyXo3x,,,,,51.4964,-0.1224,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",25+,Postgraduate - Taught,Design Engineering,Second,Male,Cisgender,Heterosexual,Yes,Weekly,"Beer,Wine,Spirits,Cider",No,Yes,"I like the taste,To relax,It's fun",,Yes,Blacked out,1-3,Yes,"Cigarettes,Snus/ Nicotine pouches",Roll your own (Rollies),Imported Brands,12-14,Yes,,,,,Two-three daily,3mg,2 dot,Zyn,,,,Yes,AnswerDisplayOrder,,,,,,,On Special Occasions,No,No,Self discovery,,"Psilocybin, in a city, cold weather ","I've had drunk sex,I've had chem sex",16,18,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,"Joint (pure marijuana, rolling paper)",Yes,Yes,"Brownies/ baked goods,Gummies",,Unsure,Bumming off a friend,,OTHER,Do not use anymore,OTHER,Do not anymore
2025-05-12 06:30:34,2025-05-12 06:39:03,IP Address,146.179.86.188,100,509,True,2025-05-12 06:39:03,R_8GIIAwQA4xYFXVG,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Undergraduate,Biology,Third,Female,Cisgender,Bisexual,Yes,Weekly,"Beer,Wine,Spirits,Cider",Yes,Yes,"I like the taste,Because my friends do,To relax,It's fun",,Yes,Vomitted,4-6,No,,,,,,,,,,,,,,,,,Yes,AnswerDisplayOrder,,,,,,,On Special Occasions,Yes,No,"To enjoy yourself,To experience something different,Exam/ academic performance",,Took a high dose and stayed high for about 30 hours,"I've had drunk sex,I've had chem sex",14,15,Nicotine,,,,,,,,,,,,,,,,,,,,,,,,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Blunt (pure marijuana, cigar or tobacco leaf wrapping)",No,Yes,Brownies/ baked goods,,Unsure,"Friends dealer,Bumming off a friend",,OTHER,,OTHER,
2025-05-12 06:55:23,2025-05-12 07:12:53,IP Address,85.255.236.0,100,1050,True,2025-05-12 07:12:54,R_8kjKY9m3o5WqiLT,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Biology,Third,Female,Cisgender,Heterosexual,Yes,2-3 times a week,"Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,To relax,It's fun",,Yes,Vomitted,4-6,No,,,,,,,,,,,,,,,,,No,AnswerDisplayOrder,,,,,,,On Special Occasions,No,No,To experience something different,,,I've had drunk sex,17,18,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,"Joint (pure marijuana, rolling paper)",No,Yes,Brownies/ baked goods,,No,Friends dealer,,OTHER,,OTHER,
2025-05-12 09:49:41,2025-05-12 09:58:31,IP Address,146.179.86.155,100,529,True,2025-05-12 09:58:31,R_2jDe2GvuF8jAoRb,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Physics,Second,Male,Cisgender,Heterosexual,No,,,,,,,,,,Yes,"Cigarettes,Vapes,Snus/ Nicotine pouches",Roll your own (Rollies),Benson & Hedges,1-2,No,Reusable with e-Liquid,Elfbar,Lemon lime,A few days,More than three daily,10mg,4 dot,Nordic Spirit,,,,Yes,AnswerDisplayOrder,,,,,,,Weekly,No,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different",,Went to a 5D experience with family on Molly and got really motion sick. I was close to fainting for several hours and my family said I was talking as if I was about to die.,,,18,Other Drugs,OTHER,"Marijuana, Smart drugs (Ritalin and Modafini), Cocaine, MDMA, Ketamine",,,,,,,,,,,,,,,,,,,,,,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Bong,THC vape (Cart, Penjamins, etc)",Yes,Yes,"Brownies/ baked goods,Gummies,Laced into food",,No,Dealer,,Can arrange quick delivery,,Text,
2025-05-12 10:00:14,2025-05-12 10:06:41,IP Address,81.108.162.82,100,387,True,2025-05-12 10:06:42,R_2JHE6fpoLSFukaR,,,,,51.5043,-0.2211,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Undergraduate,Physics,Second,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",,Yes,Blacked out,7-9,Yes,"Cigarettes,Vapes,Snus/ Nicotine pouches","Pre–rolled, regular size (Straights)",Marlboro,3-5,Yes,Disposable,Crystal,Lemon & Lime,A few days,More than three daily,10-15mg,2 dot,Zyn,,,,Yes,AnswerDisplayOrder,,,,,,,Weekly,Yes,Yes,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery,Self–medication,Exam/ academic performance,Physical performance",,I never lose,"I've had drunk sex,I've had chem sex",14,18,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Blunt (pure marijuana, cigar or tobacco leaf wrapping),Bong,THC vape (Cart, Penjamins, etc),Convection vape",Unsure,Yes,"Brownies/ baked goods,Gummies,Laced into food",,Unsure,"Prescription,Dealer",,"Can arrange quick delivery,Need to organise in advance",,Text,
2025-05-12 12:15:11,2025-05-12 12:29:53,IP Address,82.132.220.203,100,882,True,2025-05-12 12:29:54,R_2lbIHND0UDNa97z,,,,,51.5197,0.2782,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",25+,SKIP,SKIP,SKIP,Male,Cisgender,Bisexual,Yes,2-3 times a week,"Beer,Spirits",No,Yes,To relax,,Yes,Vomitted,13-14,No,,,,,,,,,,,,,,,,,Yes,AnswerDisplayOrder,dmt. opium.,,,,,,Daily,Yes,Yes,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery,Self–medication,Exam/ academic performance,Physical performance,OTHER","aphrodisiac ",lsd making me not understand what people were saying and it was going on forever,"I've had drunk sex,I've had chem sex",14,14,Other Drugs,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dealer,,Walking distance,,Phone Call,
2025-05-12 17:08:37,2025-05-12 17:12:01,IP Address,146.169.191.32,100,203,True,2025-05-12 17:12:01,R_8mXhEEtLrvEUtK0,,,,,51.5026,-0.1339,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",18,Undergraduate,Physics,First,Male,Cisgender,Prefer not to say,Yes,2-3 times a week,Beer,No,No,OTHER,Addiction,No,Hungover,4-6,Yes,"Vapes,Snus/ Nicotine pouches",,,,,Disposable,Varies,None,A few days,At least one daily,6mg,2 dot,Velo,,,,Yes,AnswerDisplayOrder,,,,,,,On Special Occasions,No,No,"Self–medication,Exam/ academic performance",,"How about I don’t, huh",I have not had sex on drugs,18,17,Nicotine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,OTHER,,OTHER,
2025-05-13 01:41:38,2025-05-13 01:46:47,IP Address,37.156.74.99,100,309,True,2025-05-13 01:46:48,R_8YM4Q7V5q26A0wF,,,,,51.5088,-0.093,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Undergraduate,Mechanical Engineering,Fourth,Female,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Wine,Spirits,Cider",Yes,No,"To get drunk,To relax,It's fun",,Yes,Vomitted,1-3,Yes,Vapes,,,,,Reusable with Pods,lost mary,triple mango,A few days,,,,,,,,Yes,AnswerDisplayOrder,,,,,,,On Special Occasions,Yes,No,"To relax/ unwind,To enjoy yourself,To experience something different",,,"I've had drunk sex,I've had chem sex",15,18,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),THC vape (Cart, Penjamins, etc)",Unsure,Yes,"Brownies/ baked goods,Gummies,Laced into food",,No,"Dealer,Friends dealer,Bumming off a friend",,Can arrange quick delivery,,Text,
2025-05-13 04:43:13,2025-05-13 04:48:39,IP Address,136.23.5.30,100,326,True,2025-05-13 04:48:39,R_8jUs2BwznJQwCpO,,,,,51.4964,-0.1224,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Undergraduate,Business School,Fourth,Male,SKIP,SKIP,No,,,,,,,,,,Yes,"Cigarettes,Vapes,Snus/ Nicotine pouches",Roll your own (Rollies),Marlboro,20+,Yes,Reusable with Pods,Oxva,Lemonade,The battery dies before I finish,More than three daily,>30mg,6 dot,Iceberg,,,,Yes,AnswerDisplayOrder,,,,,,,Daily,Yes,Yes,"To relax/ unwind,Exam/ academic performance,OTHER","Chronic GAD, PTSD, MDD, ASD","Have tried to kill myself/almost died drinking in 2nd year of university due to stress. No intricate reason; the course didn't support me, and I couldn't hack the course.",,,14,Other Drugs,OTHER,"Not possible to choose more than one. Alcohol, marijuana, smart drugs, ket",,,,,,,,,,,,,,,,,,,,,,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Bong,THC vape (Cart, Penjamins, etc)",No,Yes,"Brownies/ baked goods,Gummies,Laced into food",,Yes,"Prescription,Dealer",,Can arrange quick delivery,,Carrier Pigeon,
2025-05-13 07:41:15,2025-05-13 07:44:16,IP Address,104.28.40.140,100,181,True,2025-05-13 07:44:17,R_88ZlIOBJtYnwRqO,,,,,51.5081,-0.1278,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Undergraduate,Chemistry,Third,Male,Cisgender,Heterosexual,Yes,Weekly,"Beer,Wine,Spirits",Yes,Yes,"I like the taste,To get drunk,To relax,It's fun",,Yes,Blacked out,1-3,No,,,,,,,,,,,,,,,,,No,AnswerDisplayOrder,,,,,,,On Special Occasions,No,No,OTHER,Guys I don’t take drugs it’s not letting me say that,,I've had drunk sex,18,25,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,N/a,OTHER,N/a,OTHER,N/a
2025-05-13 11:56:33,2025-05-13 12:03:22,IP Address,146.179.86.168,100,408,True,2025-05-13 12:03:23,R_8ZIXuNF3ISUXoSd,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",24,Postgraduate - Research,Biology,Second,Male,Cisgender,Heterosexual,Yes,Weekly,"Beer,Wine,Cider",Yes,I don't know/ unsure,"I like the taste,To get drunk,To relax",,Yes,Vomitted,1-3,No,,,,,,,,,,,,,,,,,No,OTHER,Sertraline,None of the above,,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,"Vitamins ",Daily,,Yes,OTHER,My GP gave it to me to control my mental problems caused by this college,Nothing. If I don’t take the tablet I will feel sick and dizziness. My mood will be super low and I will have a bunch of suicidal thoughts.,,14,24,Alcohol,,,1004,823,771,889,688,936,458,962,273,838,226,958,360,907,207,885,193,750,342,754,"Library,SAF/ RCS,Des Eng Building,Chemistry and SECB,Dangoor Plaza,Other",,,,,,,Prescription,,,,,
2025-05-13 18:26:38,2025-05-13 18:36:21,IP Address,146.179.86.152,100,582,True,2025-05-13 18:36:21,R_2Lk7bK4cK8TAjnX,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",24,Undergraduate,Chemistry,Fifth,Male,Cisgender,Heterosexual,Yes,Monthly,"Beer,Spirits,Cider",Yes,Yes,Because my friends do,,Yes,Vomitted,0-1,No,,,,,,,,,,,,,,,,,No,"Marijuana,Acid/ LSD,Psilocybin",,"Marijuana,Acid/ LSD,Psilocybin,Smart Drugs (Adderall/Ritalin/ etc.)",,"Cocaine (powder),Crack Cocaine,Ketamine,Methamphetamine,Nitrous Oxide,Heroin",,MDMA,Daily,,No,"To relax/ unwind,To feel good",,,,17,21,"Alcohol,Nicotine,Other Drugs",Marijuana,,344,754,,,,,,,,,,,,,,,,,,,Dangoor Plaza,"Joint (pure marijuana, rolling paper),Bong",No,Yes,"Brownies/ baked goods,Gummies",,No,"Prescription,Dealer,Friend",,Can arrange quick delivery,,Text,
2025-05-14 07:10:41,2025-05-14 07:15:34,IP Address,140.228.83.50,100,292,True,2025-05-14 07:15:34,R_8P6KQuvqzrsviqJ,,,,,51.5043,-0.2211,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Biochemistry,Second,Female,Cisgender,Prefer not to say,Yes,Fortnightly,"Wine,Spirits",Yes,Yes,"To get drunk,Because my friends do,It's fun",,Yes,Vomitted,1-3,Yes,Vapes,,,,,Reusable with e-Liquid,Affinix,Peach,A week,,,,,,,,No,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Psilocybin",,"Marijuana,MDMA/ Ecstasy,Ketamine",,"Crack Cocaine,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Khat",,,On Special Occasions,,Yes,To enjoy yourself,,"I passed out in a club from hash
I had terrivle gurning on mdma",,16,14,"Alcohol,Nicotine",,,,,,,,,,,,,,,,,,,,,,,,"Joint (pure marijuana, rolling paper),Bong",Yes,No,,,No,Bumming off a friend,,,,,
2025-05-14 09:34:18,2025-05-14 09:35:56,IP Address,146.179.86.190,100,97,True,2025-05-14 09:35:56,R_2D5lhUqNuSw9f9L,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Undergraduate,Medicine,Fourth,Male,Cisgender,Heterosexual,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,Paracetamol,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 09:47:16,2025-05-14 09:48:59,IP Address,81.79.1.89,100,103,True,2025-05-14 09:49:00,R_8ISDWdpr3cj9gzA,,,,,51.497,0.0685,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Postgraduate - Taught,OTHER,First,Female,Cisgender,Heterosexual,Yes,Monthly,Cider,Yes,I don't know/ unsure,"Because my friends do,To relax,It's fun",,No,Hungover,0-1,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Crack Cocaine,Methamphetamine,Nitrous Oxide,Heroin",,weed/edibles,,No,,,,,I have not had sex on drugs,21,,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 09:47:48,2025-05-14 09:52:34,IP Address,146.179.86.182,100,286,True,2025-05-14 09:52:35,R_8aFVcQ1aUKNs9aY,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Mechanical Engineering,First,Male,Cisgender,Heterosexual,Yes,4-6 times a week,"Beer,Wine,Spirits,Cider",Yes,No,"I like the taste,To get drunk,To relax,It's fun",,Yes,Vomitted,4-6,Socially,Cigarettes,"Pre–rolled, regular size (Straights),Pre–rolled, thin (Vogues),Roll your own (Rollies)","Marlboro,Imported Brands",1-2,No,,,,,,,,,,,,No,"Marijuana,Smart Drugs (Adderall/Ritalin/ etc.)",,None of the above,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD",,,On Special Occasions,,No,"To relax/ unwind,To experience something different",,,,17,18,Alcohol,,,287,297,753,739,,,,,,,,,,,,,,,,,"Union Building,CAGB","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),THC vape (Cart, Penjamins, etc)",Yes,No,,,No,Friend,,,,,
2025-05-14 09:54:38,2025-05-14 09:57:22,IP Address,80.2.87.216,100,163,True,2025-05-14 09:57:22,R_2em1BpwAH05VEyw,,,,,51.5043,-0.2211,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,JMC,Second,Male,Cisgender,Heterosexual,Yes,Monthly,"Beer,Spirits",Yes,I don't know/ unsure,It's fun,,Yes,Blacked out,1-3,No,,,,,,,,,,,,,,,,,No,"Marijuana,Cocaine (powder)",,None of the above,,"Crack Cocaine,Methamphetamine,Heroin",,Mushrooms,On Special Occasions,,No,To experience something different,,,,14,15,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,Bong,Yes,No,,,No,Bumming off a friend,,,,,
2025-05-14 09:55:48,2025-05-14 10:00:46,IP Address,31.94.72.67,100,298,True,2025-05-14 10:00:47,R_8Yzl9dKmLUupdmK,,,,,51.4971,-0.0482,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Design Engineering,First,Female,Cisgender,Heterosexual,Yes,Every few months,"Wine,Spirits,Cider",Yes,No,"To get drunk,It's fun",,No,Hungover,0-1,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines",,,,No,,,,,I have not had sex on drugs,18,,Alcohol,,,297,241,,,,,,,,,,,,,,,,,,,Union Building,,,,,,,,,,,,
2025-05-14 10:21:21,2025-05-14 10:23:31,IP Address,82.11.147.148,100,130,True,2025-05-14 10:23:32,R_8nhoCtxDs6hxRoB,,,,,51.5113,-0.2714,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Physics,Second,Male,Cisgender,Heterosexual,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Psilocybin,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Benzodiazepines,Khat",,Marijuana,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 10:20:36,2025-05-14 10:25:05,IP Address,92.40.173.157,100,268,True,2025-05-14 10:25:05,R_8G9FGBgUBmY9h1n,,,,,51.5485,-0.2501,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Computing,First,Female,Cisgender,Asexual,Yes,Monthly,"Spirits,Cider",No,No,"Because my friends do,To relax",,No,Hungover,0-1,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Cocaine (powder),Crack Cocaine,Ketamine,Acid/ LSD,Methamphetamine,Nitrous Oxide,Heroin,Amphetamines (speed, ice, uppers, etc),Benzodiazepines",,,,No,,,,,I have not had sex on drugs,18,,Alcohol,,,1169,694,255,237,312,237,,,,,,,,,,,,,,,"Union Building,Other",,,,,,,,,,,,
